Pcp,Group,Product,ICAR,AQScore,Age,Gender,Residence,Choice
07614cqm3,ASC,job,9,97,30,Female,UK,Consistent
0kp6uu5yk,ASC,job,12,86,71,Male,UK,Consistent
0xwjyez37,ASC,job,4,79,38,Female,UK,Consistent
19b8mj7zo,ASC,job,16,104,45,Female,UK,Consistent
1dez096ol,ASC,job,9,96,48,Female,UK,Consistent
1xn153mwi,ASC,job,13,105,41,Female,US,Consistent
272zh06t5,ASC,job,9,83,41,Male,UK,Consistent
2bedq008s,ASC,job,5,102,41,Female,UK,Inconsistent
2n3l3jmiu,ASC,job,16,82,67,Male,UK,Consistent
2qm9xoxar,ASC,job,11,109,31,NA,UK,Consistent
2wqiwdqwp,ASC,job,15,95,25,Male,UK,Consistent
3nyp999fq,ASC,job,9,84,39,Male,UK,Consistent
40s1hv3xn,ASC,job,16,94,46,Female,US,Consistent
46htofla8,ASC,job,12,91,65,Female,US,Inconsistent
4bvhvpgwf,ASC,job,8,112,34,Female,NA,Consistent
4wdrh645b,ASC,job,14,76,49,Female,UK,Consistent
5ppx9cikl,ASC,job,16,99,38,Female,UK,Consistent
5puvoea77,ASC,job,13,88,24,Male,UK,Inconsistent
5rvmi6rbt,ASC,job,7,82,21,Female,UK,Consistent
62jthxq7o,ASC,job,13,97,22,Female,UK,Inconsistent
6797ur0gj,ASC,job,10,99,42,Female,UK,Consistent
6nb0jwyr4,ASC,job,14,79,21,Female,US,Consistent
7gjlnqpdg,ASC,job,1,79,54,Female,UK,Inconsistent
7nii1obt9,ASC,job,11,94,32,Female,UK,Consistent
7yhhbzew7,ASC,job,15,83,18,Female,UK,Consistent
85n2iy1xr,ASC,job,9,97,48,Female,UK,Consistent
b3yiioamr,ASC,job,2,85,52,Male,UK,Consistent
bkq5ty5hk,ASC,job,10,98,29,Female,UK,Inconsistent
cd115bhjp,ASC,job,8,92,62,Male,UK,Consistent
cvuwgu90z,ASC,job,16,93,45,Male,US,Consistent
dn7for0mx,ASC,job,4,82,23,Female,UK,Inconsistent
ebhyl99z8,ASC,job,12,104,20,Female,UK,Consistent
eu4zw20g0,ASC,job,14,96,48,Male,UK,Consistent
f69pr4ok2,ASC,job,8,101,31,Female,UK,Consistent
ffcal8r3k,ASC,job,11,93,36,Male,UK,Consistent
fvdirxprd,ASC,job,14,92,52,Male,UK,Consistent
g7br1vsco,ASC,job,8,109,64,Male,UK,Consistent
h3ypqoxrn,ASC,job,16,103,41,Male,UK,Consistent
hbdpofk5s,ASC,job,15,90,49,Female,US,Consistent
hgt5j7hdy,ASC,job,6,105,65,Male,US,Inconsistent
hgxif985f,ASC,job,7,71,54,Male,UK,Consistent
hydkp1rph,ASC,job,13,62,38,Female,UK,Inconsistent
hz8buhf3q,ASC,job,4,97,45,Male,UK,Consistent
i93ozgctz,ASC,job,16,96,37,Male,US,Consistent
idb1k6s6g,ASC,job,12,95,31,Female,UK,Consistent
jyk8vqquo,ASC,job,6,78,34,Female,UK,Consistent
jyoz5t1qo,ASC,job,13,92,62,Male,UK,Consistent
k0z73otlj,ASC,job,12,88,68,Female,US,Consistent
kdh6nko1i,ASC,job,10,90,38,Male,US,Consistent
kdrnz2gqi,ASC,job,16,108,42,Female,UK,Consistent
kpy79vz81,ASC,job,13,94,53,Male,UK,Consistent
l43jnl5r1,ASC,job,8,103,42,Male,US,Consistent
lai6ku80p,ASC,job,12,93,49,Female,UK,Consistent
ls1jl81lq,ASC,job,11,109,42,Female,US,Inconsistent
lxqsmwjr2,ASC,job,15,95,62,Male,UK,Consistent
mmf2ljvyx,ASC,job,10,99,21,Female,UK,Consistent
mrgnou0m2,ASC,job,15,84,47,Male,US,Inconsistent
mroelm4yf,ASC,job,6,95,50,Female,US,Consistent
n06ov6th2,ASC,job,4,78,23,Female,UK,Consistent
n7q2jxn3w,ASC,job,7,112,58,Female,UK,Consistent
nc5326767,ASC,job,11,98,62,Male,UK,Inconsistent
o12amdwp0,ASC,job,14,86,26,Female,UK,Consistent
o19mdn5d7,ASC,job,11,83,58,Female,UK,Consistent
oaomqoa8e,ASC,job,16,87,28,Female,UK,Consistent
p4hhwxjji,ASC,job,5,103,52,Male,UK,Consistent
p5jiqxdn4,ASC,job,12,110,26,Female,UK,Consistent
plkv693sx,ASC,job,15,96,67,Male,UK,Consistent
qakf9z4af,ASC,job,3,102,47,Female,US,Consistent
qs07oogr7,ASC,job,8,102,44,Female,UK,Consistent
R_00OvIbgSfErQMbH,NT,job,3,74,51,Male,UK,Consistent
R_02sCG32GSPhdyW9,NT,job,7,80,45,Male,UK,Consistent
R_06qwPG5VJE523OZ,NT,job,3,45,59,Male,US,Consistent
R_0D3sMJqSLbaCoC1,NT,job,2,69,22,Male,UK,Inconsistent
R_0fiRtqYPjbeHjrD,NT,job,9,63,56,Male,UK,Consistent
R_0JKZVsc1ety6iwd,NT,job,12,60,66,Female,US,Consistent
R_0JpduJbWmiXgZZX,NT,job,5,68,33,Female,UK,Inconsistent
R_0kwriLsNdZ1PQRD,NT,job,4,69,28,Female,UK,Consistent
R_0lxFtDu5Fg3DPbT,NT,job,14,53,27,Male,UK,Consistent
R_0oh0ceHzb8mqsO9,NT,job,8,55,40,Female,UK,Consistent
R_0OK5XYZlZ90Pixn,NT,job,4,73,48,Male,UK,Consistent
R_0rcwAXnrYIASrCR,NT,job,6,44,34,Female,UK,Consistent
R_0rNAc1mjNHKgMVn,NT,job,2,55,36,Female,UK,Inconsistent
R_0SCgvgQ6acd4jXv,NT,job,6,72,63,Male,UK,Consistent
R_0SVrNwNi7alPILr,NT,job,10,76,48,Female,UK,Inconsistent
R_0TcV76yRONyrYSV,NT,job,11,70,65,Male,UK,Consistent
R_0U6zVV8ownlgbyd,NT,job,7,68,46,Female,UK,Consistent
R_0umJAQOOJrpLpkN,NT,job,7,73,55,Male,UK,Inconsistent
R_0v985D1uel9Qi1f,NT,job,11,62,48,Female,US,Consistent
R_1BauTPYj6fGaPOd,NT,job,8,78,69,Male,UK,Consistent
R_1BrCtKxdchwWxCt,NT,job,5,74,36,Male,US,Consistent
R_1MITG1QmIB8jK5L,NT,job,13,74,44,Female,UK,Inconsistent
R_1RiW8UcnfHpfGnP,NT,job,7,80,64,Male,UK,Inconsistent
R_1TCJwq2cY3bxrff,NT,job,3,53,44,Female,UK,Consistent
R_1yTYjTnoHm9vrGR,NT,job,13,74,63,Male,US,Consistent
R_23ODRujnv4ASS9f,NT,job,9,74,55,Male,UK,Inconsistent
R_23OTFr7TtgtcFaB,NT,job,4,60,68,Male,UK,Inconsistent
R_23ThTo5c0yjV3tH,NT,job,5,58,21,Female,UK,Inconsistent
R_2fTfCIDMyKf3xKB,NT,job,7,83,37,Male,US,Consistent
R_2mAGwkJ2IgIDWcd,NT,job,12,76,48,Male,UK,Consistent
R_2nTwuBnvXHOVEY5,NT,job,10,89,49,Female,UK,Consistent
R_2sMCz4dPk89ll2J,NT,job,8,51,25,Female,UK,Consistent
R_2u81jhZym8EVfZH,NT,job,4,47,25,Female,UK,Inconsistent
R_39kb2G7bRHMPzkV,NT,job,2,55,41,Female,UK,Consistent
R_39mEeyLCrcEWblP,NT,job,8,65,48,Female,UK,Consistent
R_39shd1wXYKR3bpP,NT,job,10,59,32,Female,UK,Inconsistent
R_3fpGETKWPDkLgHj,NT,job,16,70,43,Male,US,Consistent
R_3JlRxsdAUKdYggl,NT,job,7,58,48,Male,UK,Consistent
R_3lR0llkaHXMj2PX,NT,job,6,79,27,Female,UK,Consistent
R_3OA5z8WFBRKqqwd,NT,job,4,62,68,Female,UK,Inconsistent
R_3ra0nlKIliJy0DP,NT,job,3,67,36,Female,UK,Inconsistent
R_3RajyGZywZJGsp7,NT,job,8,63,44,Male,UK,Consistent
R_3sC8iGWg1VwIuhf,NT,job,5,69,46,Female,UK,Inconsistent
R_3wwJcSyVjKIPXo1,NT,job,8,62,52,Male,UK,Consistent
R_40mCyQCoW1lRWip,NT,job,6,64,36,Female,UK,Consistent
R_41p690489suElvL,NT,job,7,82,47,Male,UK,Inconsistent
R_41tJFzH1JCSkpCd,NT,job,13,49,20,Female,UK,Consistent
R_42yYUL1P0f0x82N,NT,job,4,67,41,Female,UK,Consistent
R_4GhbsHF0JEhhQjP,NT,job,5,66,43,Female,UK,Consistent
R_4HGSEvcyRBZyVO5,NT,job,6,57,62,Male,US,Inconsistent
R_4I1gPe0nybMmtZX,NT,job,3,60,50,Female,US,Consistent
R_4I4nUvjuX8sGRyB,NT,job,14,68,51,Male,UK,Consistent
R_4Mzk3wYqzYrOFKZ,NT,job,6,59,39,Male,US,Consistent
R_4PjHlORT2VJHoQl,NT,job,11,75,44,Female,UK,Consistent
R_4SMp2xXyWjZu4T3,NT,job,9,82,21,Female,UK,Consistent
R_4TSariNZ47GJz49,NT,job,3,52,64,Male,UK,Consistent
R_4ZNjOv3tgmFmoGV,NT,job,2,74,58,Female,UK,Consistent
R_50aE1BhdWOuhNmR,NT,job,11,67,50,Female,UK,Consistent
R_560x7EUVoioULzL,NT,job,4,90,57,Male,UK,Inconsistent
R_56y2diF0eHhnYB7,NT,job,10,88,43,Female,UK,Consistent
R_56ZKI9rzLt2l40Z,NT,job,4,65,36,Female,UK,Consistent
R_5ASVxeqTA6rB2FD,NT,job,5,69,31,Female,US,Inconsistent
R_5Axjoi3dwzIxPMx,NT,job,15,62,25,Female,UK,Consistent
R_5bUxBfMsIeiykIt,NT,job,7,65,42,Male,UK,Consistent
R_5cHR2RpyJkRgT89,NT,job,5,63,47,Female,UK,Inconsistent
R_5clNGnL7C1mcGwt,NT,job,2,63,22,Male,UK,Consistent
R_5hVUvZcb82Vs59P,NT,job,3,73,28,Female,UK,Inconsistent
R_5jUmzHkIERXao17,NT,job,9,60,57,Female,UK,Consistent
R_5mQke6cE96217jn,NT,job,3,66,42,Female,UK,Consistent
R_5py1sGpjN3p8dTL,NT,job,9,64,40,Male,UK,Consistent
R_5vzbDaSF9BJ24XH,NT,job,7,61,52,Male,UK,Inconsistent
R_5zqv4TSafDMtnp3,NT,job,12,65,40,Female,UK,Inconsistent
R_6DcyoWFFKmvgWQR,NT,job,13,69,40,Female,UK,Consistent
R_6EC5ADdlvOy7IQR,NT,job,7,47,40,Male,US,Consistent
R_6ET5egD1xKYuDsN,NT,job,3,51,47,Female,US,Consistent
R_6Eulk5PT0xKNTEx,NT,job,6,67,45,Male,UK,Consistent
R_6ExXoROFpgskycl,NT,job,3,78,43,Male,US,Inconsistent
R_6EZowpGiPQRXj5H,NT,job,11,80,45,Female,UK,Consistent
R_6fMviNIXyDCJn3T,NT,job,10,67,38,Male,UK,Consistent
R_6gIBy9OcjdZDMNf,NT,job,2,64,63,Female,US,Consistent
R_6hbwoIfQryPKVGl,NT,job,4,55,36,Male,US,Consistent
R_6hPcMYJ8cmXTLil,NT,job,7,57,20,Female,UK,Inconsistent
R_6JqCdD2dX1lLKbb,NT,job,10,81,62,Male,UK,Consistent
R_6KyVNcJW3RxZR5j,NT,job,13,58,26,Female,UK,Inconsistent
R_6lBx99rHdyEn2cJ,NT,job,4,58,45,Female,UK,Consistent
R_6lHU0EmRrpQOUId,NT,job,4,60,30,Male,UK,Consistent
R_6rK513V77aZQynr,NT,job,1,71,46,Female,US,Consistent
R_6rRWu2Eam4gyrt3,NT,job,13,63,27,Female,UK,Consistent
R_6u2DBLxLnZEvwnH,NT,job,7,63,25,Male,UK,Consistent
R_6Xpe9z1SGyrCO7H,NT,job,15,65,59,Male,UK,Consistent
R_6y5EiYLl1G7LCuh,NT,job,2,73,59,Female,UK,Consistent
R_6yzyHF79bh62NtH,NT,job,7,64,23,Female,UK,Consistent
R_6zMVMtwaq3yjAOh,NT,job,8,64,63,Male,UK,Consistent
R_71IIqF0hl8l8Zrn,NT,job,9,54,54,Male,UK,Inconsistent
R_74EkHEwtoibn2FT,NT,job,8,72,24,Female,UK,Consistent
R_79g0I7hlCE08dqB,NT,job,9,53,19,Female,UK,Consistent
R_7NG04gFw9cGua7r,NT,job,5,60,69,Male,UK,Consistent
R_7QVTFm93JgMBeHH,NT,job,15,79,37,Male,UK,Consistent
R_7R4q4dD5xpmq7cN,NT,job,5,64,42,Female,UK,Consistent
R_7TCLTEWSL32XAxL,NT,job,7,53,55,Male,UK,Consistent
R_7U1WILAKiZVnj5H,NT,job,6,51,35,Female,UK,Consistent
R_80Q807VstbAPQxf,NT,job,11,73,35,Female,UK,Inconsistent
R_819k81hdiiC4JzT,NT,job,9,76,55,Male,UK,Consistent
R_82JuYZ3gsGMYfOJ,NT,job,4,65,46,Male,UK,Consistent
R_86cEEFevntU7oFL,NT,job,5,63,50,Female,UK,Consistent
R_87gwXF3d6NjCIEB,NT,job,4,56,49,Male,US,Inconsistent
R_88hbJef1ThGbR4N,NT,job,8,65,68,Male,UK,Consistent
R_88uDiASsUH2rPMh,NT,job,6,74,44,Female,UK,Consistent
R_8A15yrwTGLzFiNT,NT,job,5,60,64,Male,UK,Inconsistent
R_8Asa1PXufWzSzwp,NT,job,2,46,56,Female,UK,Consistent
R_8B6MtTTx28xVFuR,NT,job,6,68,44,Male,UK,Consistent
R_8cCRxT6vK6qjWpD,NT,job,4,58,52,Male,UK,Inconsistent
R_8cw2j4wjF1rVXNj,NT,job,5,47,41,Male,UK,Consistent
R_8djGTs6rmeDVOfj,NT,job,3,49,51,Female,UK,Consistent
R_8H6DxroE4BOk8Tj,NT,job,10,63,61,Male,US,Consistent
R_8i934G5AcFvLWxD,NT,job,6,63,46,Female,UK,Inconsistent
R_8IcaI2DNEX0h9M9,NT,job,4,61,43,Female,UK,Consistent
R_8ICGT51jvLlPzA9,NT,job,14,60,69,Male,UK,Inconsistent
R_8jrYISOot7EQKa1,NT,job,3,67,46,Female,UK,Inconsistent
R_8kLEEhX9bAF6kcd,NT,job,11,61,20,Female,UK,Consistent
R_8kRE8z2zsHIXoNv,NT,job,3,73,33,Female,UK,Consistent
R_8kvWw2R7UN05ADH,NT,job,4,66,32,Female,UK,Inconsistent
R_8kzQYs2w6V4vHgN,NT,job,5,66,33,Female,UK,Inconsistent
R_8nRZS5tb8eY3NOt,NT,job,7,64,28,Female,UK,Consistent
R_8oyxlC6XhwYO8m1,NT,job,11,87,20,Female,UK,Inconsistent
R_8tRi3fKu1BT3YuV,NT,job,4,65,44,Male,UK,Consistent
R_8tYshBbex83wJWR,NT,job,3,56,47,Male,UK,Inconsistent
R_8uCzQgUUQSytTBr,NT,job,3,45,61,Male,UK,Inconsistent
R_9EmAXKjNA48xwyN,NT,job,9,68,45,Male,US,Consistent
R_9EtO6CX6gj2YfCl,NT,job,14,73,46,Female,UK,Consistent
R_9FQHRQkIVW7W6YB,NT,job,16,57,44,Female,UK,Inconsistent
R_9GqiXFaK8I2Fboh,NT,job,4,88,51,Male,UK,Inconsistent
R_9Lw0dEeZPKZp1sh,NT,job,10,65,27,Female,UK,Consistent
R_9LZlMoQ7XcBdzBX,NT,job,11,83,22,Female,UK,Consistent
R_9n9aaBTjkOcr3WB,NT,job,3,59,47,Female,US,Consistent
R_9nReyz4svet3dad,NT,job,7,70,44,Female,US,Consistent
R_9nsQq40g5IdqSEt,NT,job,15,70,37,Female,UK,Consistent
R_9NxLyAbKCqoCN8x,NT,job,6,54,44,Male,US,Consistent
R_9oQsklJ6x29CVSd,NT,job,14,73,65,Female,UK,Inconsistent
R_9pIU41p8DHDlOeh,NT,job,9,56,48,Male,UK,Consistent
R_9QVsuwAlhEgWCod,NT,job,1,49,46,Female,US,Consistent
R_9R1jITlEH7rhIQl,NT,job,8,58,69,Female,US,Inconsistent
R_9RVKpUK1IzY99jf,NT,job,6,58,31,Female,US,Consistent
R_9uhEIz1qTh9gupL,NT,job,3,53,21,Female,UK,Consistent
R_a4w6mb3Xrg8jacJ,NT,job,5,91,47,Male,UK,Consistent
R_a5fQ9ltxBvAviF7,NT,job,6,68,48,Female,UK,Consistent
R_a68ctLsfHb7goWF,NT,job,9,71,19,Female,UK,Consistent
R_abecKfEra4zi3Kl,NT,job,6,78,23,Female,US,Inconsistent
R_ag6MD4sIW5Kz92t,NT,job,1,56,45,Female,UK,Inconsistent
R_aVrOLXjWCsl3V9r,NT,job,8,56,28,Female,UK,Consistent
R_aWOS6NsWlR13EOh,NT,job,7,74,37,Male,UK,Inconsistent
R_aXjvvf80PQ1T8nr,NT,job,6,55,51,Male,UK,Consistent
R_aXYeJRUk4IsTWZL,NT,job,7,65,51,Female,UK,Consistent
R_aY0kMOCO8yEHtFr,NT,job,7,63,54,Male,UK,Inconsistent
R_b74t2ZfC3XwGvsh,NT,job,9,70,45,Female,US,Consistent
R_b7SbC7VofhJIJzD,NT,job,7,55,39,Female,UK,Consistent
R_b7wo0fPjuhgoVCJ,NT,job,13,73,48,Male,US,Inconsistent
R_b9NLgTvUXw89MI5,NT,job,15,73,36,Male,UK,Consistent
R_b9qd7yqOgxJxoi1,NT,job,4,61,40,Female,UK,Inconsistent
R_batYwNw7GpMVm85,NT,job,10,67,64,Male,UK,Consistent
R_bC132hLZhRao3yt,NT,job,6,62,53,Male,UK,Consistent
R_bCNLkET5ocitb01,NT,job,12,61,50,Female,UK,Consistent
R_bDE4YmuPoVP3XBb,NT,job,13,87,24,Female,UK,Consistent
R_bdsSaQJ975zwAJv,NT,job,11,58,30,Female,UK,Inconsistent
R_bebT2oAWSgO6q2h,NT,job,10,77,45,Male,UK,Consistent
R_bf8JvC0PbHgh8EZ,NT,job,8,54,43,Female,US,Consistent
R_bIVSm3SAlzt6sHb,NT,job,8,71,46,Male,UK,Consistent
R_bJ9nGIncpIX5MCF,NT,job,6,49,57,Male,US,Consistent
R_bkg5VjjJ9ovsmlD,NT,job,3,62,23,Female,UK,Inconsistent
R_bKMy1IF1gKS1pop,NT,job,10,63,62,Female,US,Inconsistent
R_bknLfcbxB4pR94x,NT,job,14,75,70,Male,UK,Consistent
R_bpU1psaeWhUHrXD,NT,job,2,60,44,Male,UK,Inconsistent
R_bww5V0RVbfUeFyl,NT,job,14,63,24,Female,US,Consistent
R_bybKRz81ZeyxP6d,NT,job,7,53,62,Male,UK,Consistent
R_cBY5MiKFanSzF9H,NT,job,7,68,49,Female,US,Consistent
R_cCmEL384o6mXaXH,NT,job,5,46,32,Female,UK,Inconsistent
R_cCN19ERHuVj7KQZ,NT,job,6,57,35,Female,US,Inconsistent
R_cHNMyIzqhJenN3v,NT,job,11,59,43,Female,US,Consistent
R_cMTW1YF69YluBff,NT,job,12,80,54,Male,UK,Consistent
R_cN3QmKgjg0DQpMh,NT,job,2,83,68,Male,UK,Consistent
R_cubkcNEfX8bIDSB,NT,job,6,69,56,Female,UK,Consistent
R_cx8cbm8pcruFORf,NT,job,7,71,57,Male,US,Consistent
R_cYie0QpyFGIh7cF,NT,job,4,43,44,Female,US,Consistent
R_d0TuChON1otDv6t,NT,job,14,75,58,Male,UK,Consistent
R_d4KyzgeLCjvYFkV,NT,job,10,61,32,Female,UK,Inconsistent
R_d9UZpue845gObml,NT,job,1,68,20,Female,UK,Inconsistent
R_dajjDlcoo2LhND7,NT,job,11,72,20,Female,UK,Consistent
R_dbSvHrurUospZkx,NT,job,10,54,48,Female,US,Consistent
R_dbzl1UJsabvI3Qh,NT,job,10,81,28,Female,UK,Consistent
R_dczVdzl8EYDZFUF,NT,job,10,69,47,Female,UK,Consistent
R_dd0QhJWPvsylJHf,NT,job,7,80,65,Male,UK,Inconsistent
R_dm9hTXlAUq9uur3,NT,job,3,58,30,Female,UK,Consistent
R_dnbOk9IwXK5wIqp,NT,job,10,79,67,Male,UK,Inconsistent
R_dnJczHCHI07KB1j,NT,job,5,79,44,Female,UK,Consistent
R_dp95KE9bGMnKDIx,NT,job,8,59,22,Female,US,Consistent
R_e5PwXxr5FmeYiJT,NT,job,4,63,43,Female,UK,Consistent
R_e8PuFEngmkiqo2V,NT,job,15,51,31,Female,UK,Consistent
R_eaLqWmze5TQDraB,NT,job,5,65,52,Female,UK,Consistent
R_ebbNuUbbBOCW5hz,NT,job,10,81,41,Female,US,Consistent
R_ebMtT9PTT6wGCrj,NT,job,8,64,23,Male,UK,Inconsistent
R_eEh9HXd4DTz906F,NT,job,9,69,60,Male,UK,Inconsistent
R_emoEBELZSbe9zzD,NT,job,1,57,67,Female,US,Inconsistent
R_ePpozXpAGEkpFAh,NT,job,5,65,71,Female,UK,Consistent
R_er1htDpRHsHOD7T,NT,job,3,72,22,Female,UK,Inconsistent
R_eRGhcArx0xgPm5f,NT,job,1,68,42,Male,UK,Inconsistent
R_esLOTKBshRks5q5,NT,job,10,69,47,Female,UK,Consistent
R_eswZJrZ787BXa8R,NT,job,7,60,32,Female,UK,Consistent
R_etxasDIVktk4Val,NT,job,8,61,29,Female,UK,Consistent
R_eVSW1mW9LM57wTX,NT,job,8,64,41,Male,US,Consistent
R_exnKAuuZnHVsRgx,NT,job,6,73,26,Male,UK,Consistent
R_eyBYdMU4zArZg4B,NT,job,6,61,68,Female,UK,Consistent
R_ezJNmO1QLlXAOwJ,NT,job,7,41,47,Male,UK,Consistent
r33vvdpe8,ASC,job,15,96,42,Female,UK,Consistent
rdfq0pmo2,ASC,job,14,102,50,Male,UK,Consistent
t1ajvnwdq,ASC,job,14,93,30,Male,UK,Consistent
t2auq9axo,ASC,job,12,89,37,Male,US,Inconsistent
t65ipl7lr,ASC,job,2,100,52,Male,UK,Inconsistent
taabqbm9m,ASC,job,15,89,31,Female,UK,Consistent
ttkp0u72x,ASC,job,8,88,47,Female,UK,Consistent
v74cesr5t,ASC,job,12,84,41,Male,UK,Consistent
vxxmmwd6b,ASC,job,15,91,57,Male,UK,Consistent
w3lwkvhuk,ASC,job,16,91,61,Female,NA,Consistent
wncm1k6zu,ASC,job,15,78,20,Female,UK,Inconsistent
woarlew1q,ASC,job,13,97,32,Female,US,Consistent
wre569f9i,ASC,job,7,92,44,Female,UK,Consistent
wsrx6g3by,ASC,job,12,102,58,Male,US,Consistent
x04buscsp,ASC,job,12,105,48,Male,UK,Consistent
x4md3dikm,ASC,job,16,64,67,Female,UK,Consistent
xgpnq3j18,ASC,job,7,98,49,Male,UK,Consistent
y9vx07g58,ASC,job,11,89,38,Female,UK,Consistent
zez9yfy7y,ASC,job,6,62,58,Male,UK,Consistent
zvujsm7ib,ASC,job,9,86,46,Female,UK,Inconsistent
zwyn27soc,ASC,job,8,88,18,Female,UK,Consistent
